User_id,content_id,watch_date,watch_time_minutes,device_type
3852,22725,2022-06-19 19:32:04,52.39,Mobile
48834,10651,2025-11-26 22:42:56,160.77,Desktop
94000,31165,2025-05-03 22:19:33,165.43,Desktop
72801,23269,2023-08-20 16:08:18,131.09,Smart_TV
16507,12931,2022-02-15 05:24:34,45.13,Tablet
76979,39779,2024-10-01 18:43:08,85.01,Mobile
93125,24814,2021-07-12 13:44:25,148.77,Tablet
55866,18781,2025-05-02 12:51:09,115.41,Smart_TV
18408,26724,2024-03-07 11:31:19,111.77,Tablet
719,5984,2024-08-01 13:28:56,102.3,Mobile
65257,46025,2025-04-18 19:43:19,25.16,Desktop
23106,39851,2026-02-21 22:03:07,37.74,Desktop
92893,19146,2025-01-31 03:13:55,128.36,Tablet
85687,4849,2023-08-16 02:11:32,24.18,Mobile
83840,10538,2025-12-18 00:54:44,110.22,Mobile
62459,48943,2021-10-27 18:18:09,37.86,Desktop
20106,40174,2024-08-06 04:03:41,125.84,Smart_TV
70663,10585,2023-05-20 19:59:37,97.35,Mobile
28683,9013,2023-12-07 17:34:33,95.47,Smart_TV
76655,28770,2024-02-17 06:05:51,111.09,Tablet
39238,17901,2023-11-19 06:23:14,99.14,Desktop
33561,34050,2025-12-07 01:13:59,133.18,Tablet
11341,13061,2023-10-18 21:10:20,144.67,Mobile
25247,36223,2024-09-17 00:44:12,137.08,Tablet
59483,10637,2023-11-09 03:04:22,173.08,Mobile
1386,8229,2023-03-17 12:47:37,29.01,Tablet
10438,43236,2022-09-25 03:51:22,143.37,Mobile
80773,43039,2023-05-08 13:23:03,111.6,Smart_TV
95957,33292,2021-09-10 12:23:09,41.81,Tablet
76260,34419,2023-12-17 04:13:26,159.05,Tablet
12387,31984,2023-03-08 01:38:02,24.24,Desktop
7001,11180,2022-06-19 13:10:15,131.32,Mobile
65708,26896,2024-06-10 01:51:08,62.68,Desktop
74817,12098,2023-02-04 06:15:40,152.93,Smart_TV
18822,48579,2024-04-12 18:29:49,32.54,Tablet
29863,42966,2024-12-26 19:39:31,102.74,Desktop
19820,11063,2024-09-28 12:46:10,172.0,Desktop
35443,30955,2022-05-23 06:20:25,60.08,Desktop
70484,45819,2023-10-26 20:53:50,50.88,Desktop
1478,44520,2023-08-17 09:18:34,47.17,Smart_TV
75404,17248,2025-02-02 01:21:32,179.63,Smart_TV
34841,30100,2023-09-24 00:25:44,42.22,Desktop
41683,21012,2023-11-21 20:08:57,6.12,Mobile
54575,21190,2023-06-02 00:00:35,143.21,Mobile
71283,24548,2022-09-15 12:10:01,23.72,Desktop
81811,20027,2022-06-08 03:18:47,109.13,Desktop
53622,16435,2023-08-07 22:29:56,57.54,Tablet
38136,34357,2024-01-05 12:32:45,60.25,Mobile
66326,15496,2022-03-01 19:42:02,143.94,Desktop
92927,47614,2023-08-03 22:18:48,33.65,Tablet
16280,19648,2024-04-03 16:53:21,46.6,Desktop
61146,13685,2022-07-29 21:18:51,140.12,Smart_TV
57705,23798,2025-01-12 16:23:03,132.29,Tablet
16000,43960,2024-04-29 17:36:03,88.72,Desktop
43628,23301,2023-02-02 22:18:11,158.0,Tablet
88970,2625,2023-07-05 04:45:03,62.69,Tablet
32507,21327,2023-06-06 16:19:41,94.17,Desktop
32491,45442,2021-09-08 15:37:51,47.6,Desktop
26701,44417,2025-08-04 02:11:28,58.55,Tablet
49559,24103,2021-06-21 05:16:07,7.08,Mobile
71455,42635,2021-11-02 01:19:13,8.21,Smart_TV
52766,44526,2022-03-14 04:17:24,75.18,Mobile
71800,34522,2022-01-03 22:06:21,31.31,Smart_TV
6444,11001,2025-03-06 20:22:42,56.05,Tablet
14273,47152,2025-02-24 18:29:12,86.03,Desktop
53608,5025,2023-11-26 22:41:57,31.07,Tablet
49301,45018,2022-05-24 07:31:48,134.24,Tablet
80517,5394,2025-10-28 06:28:38,94.65,Tablet
75232,6765,2021-10-20 05:26:36,89.68,Mobile
42438,4312,2024-05-17 20:27:01,96.99,Smart_TV
71800,1759,2024-07-08 19:54:30,25.4,Smart_TV
75530,29551,2022-06-13 15:38:59,98.59,Desktop
57871,35655,2021-08-15 21:05:04,87.85,Desktop
27162,45384,2023-06-06 01:08:30,90.48,Smart_TV
46157,29853,2021-06-11 15:48:22,164.53,Smart_TV
76147,27478,2025-06-17 04:19:19,121.76,Desktop
88360,28830,2021-05-26 01:29:44,57.0,Desktop
34163,22663,2025-10-10 18:25:25,102.87,Smart_TV
53302,43199,2025-04-06 10:05:28,179.04,Tablet
80365,37474,2022-02-22 10:36:35,15.36,Smart_TV
62923,38137,2023-11-03 13:32:58,164.74,Desktop
21546,1455,2023-06-22 08:01:48,154.89,Tablet
33395,33214,2025-06-29 07:13:18,108.75,Mobile
99161,33795,2023-09-24 22:48:08,85.66,Tablet
46800,29836,2024-01-27 02:37:13,122.65,Smart_TV
99074,10718,2021-07-30 06:24:50,46.5,Smart_TV
7666,2584,2023-06-10 23:29:19,53.6,Desktop
70115,37715,2023-12-29 02:12:16,107.85,Desktop
82231,24063,2023-01-06 01:50:12,115.44,Smart_TV
8953,24687,2023-01-20 13:47:55,17.21,Mobile
20709,18890,2022-02-04 15:55:25,53.99,Mobile
76048,829,2025-03-04 09:15:56,100.55,Desktop
58443,22287,2021-04-16 11:37:41,84.33,Smart_TV
5358,48358,2024-11-04 15:48:45,56.53,Tablet
95809,44694,2023-02-15 22:05:51,115.61,Desktop
23156,47761,2022-06-10 20:02:34,52.55,Mobile
68764,21302,2022-10-19 09:32:23,58.8,Tablet
11138,574,2022-11-16 00:57:34,56.31,Desktop
33089,25009,2022-01-01 17:07:18,122.54,Desktop
89406,5656,2024-12-12 14:23:58,160.25,Smart_TV
34106,25566,2023-01-01 21:25:29,65.75,Mobile
88242,30642,2024-11-10 03:54:06,160.85,Smart_TV
15970,44883,2025-04-13 23:28:13,92.37,Smart_TV
6895,11176,2021-11-07 14:06:37,113.45,Desktop
75003,36677,2021-07-16 05:25:22,77.52,Desktop
67106,23991,2022-01-07 01:33:42,65.83,Tablet
37979,28193,2021-11-18 00:54:40,137.02,Mobile
17214,42799,2025-07-02 20:56:41,53.47,Desktop
9039,19722,2022-01-15 14:30:51,144.78,Smart_TV
60235,2679,2023-02-22 02:23:33,144.31,Mobile
68606,47628,2024-01-06 17:30:04,87.74,Tablet
62217,9304,2024-03-01 20:05:12,87.74,Desktop
89009,17755,2022-07-11 00:46:23,122.48,Tablet
23819,9494,2026-03-25 07:22:54,167.88,Mobile
92674,38969,2022-06-14 13:37:57,98.69,Desktop
25248,23691,2023-10-31 19:03:46,139.71,Mobile
60023,13866,2025-10-29 04:27:43,58.82,Smart_TV
55809,23554,2021-05-14 11:02:03,147.68,Desktop
66156,16678,2025-05-14 01:48:37,24.02,Desktop
21486,15939,2021-10-06 16:36:26,79.09,Desktop
74753,24575,2023-07-31 09:51:00,117.97,Tablet
29987,35494,2023-08-13 16:07:28,163.83,Mobile
58250,44999,2023-04-28 22:14:11,49.87,Desktop
49839,9027,2025-04-01 05:54:46,120.48,Mobile
13129,6240,2023-12-18 13:20:47,140.29,Tablet
9026,6260,2026-02-16 19:01:11,117.65,Mobile
68981,29301,2024-06-28 18:27:56,7.3,Desktop
5183,49429,2024-04-07 13:58:11,134.21,Tablet
17969,27568,2023-04-03 14:51:13,83.23,Tablet
43489,35672,2021-12-14 09:48:10,8.79,Tablet
38307,9241,2023-01-22 01:43:19,147.95,Tablet
39997,31489,2023-02-01 18:13:11,88.5,Mobile
52600,42474,2021-05-18 21:26:25,163.08,Smart_TV
11074,14251,2021-09-30 09:58:59,122.45,Desktop
5763,7231,2023-07-25 01:21:15,128.96,Smart_TV
82570,46347,2023-09-03 17:15:55,22.8,Desktop
72105,16255,2021-12-13 21:46:38,85.06,Tablet
37335,16439,2021-06-09 00:49:59,106.47,Mobile
79023,24182,2024-10-09 05:05:54,35.8,Mobile
9545,43908,2024-08-02 13:49:57,123.81,Desktop
54248,42719,2023-09-19 17:30:10,158.26,Tablet
55136,19952,2025-02-14 02:39:23,158.06,Mobile
38216,14660,2024-02-20 19:16:12,52.58,Desktop
79944,43677,2021-04-26 14:15:35,102.23,Mobile
60982,46763,2024-05-10 19:17:55,71.88,Smart_TV
30524,6220,2021-08-18 17:28:39,134.12,Tablet
49009,23577,2023-05-23 07:12:19,130.01,Mobile
21795,1663,2024-03-14 15:41:35,140.99,Mobile
88104,5182,2024-09-29 09:58:01,122.16,Mobile
71423,40403,2024-08-27 19:27:57,81.24,Mobile
27161,49961,2025-04-27 17:51:20,10.23,Tablet
38983,48337,2025-05-02 02:59:40,39.0,Tablet
5035,37227,2026-03-16 12:12:24,153.77,Desktop
13429,27081,2024-12-23 22:20:11,143.31,Tablet
69516,15892,2024-04-27 17:33:10,141.38,Smart_TV
90876,40471,2021-08-23 00:54:56,112.7,Smart_TV
19948,46092,2024-10-18 16:28:24,160.74,Desktop
55864,42177,2022-11-30 19:05:46,106.7,Smart_TV
62781,37813,2025-10-04 20:46:51,158.29,Smart_TV
99386,49073,2024-07-31 10:19:55,28.19,Tablet
24654,48102,2022-11-20 03:49:39,97.97,Desktop
66613,25446,2024-10-09 17:56:09,97.49,Smart_TV
11167,11640,2026-01-20 12:55:09,125.6,Desktop
17614,12664,2022-04-08 21:48:51,71.46,Smart_TV
73080,3547,2025-10-06 22:12:36,71.23,Desktop
18418,39414,2022-11-30 12:34:04,123.12,Smart_TV
62172,27224,2025-12-01 12:54:23,148.64,Mobile
14471,24751,2022-08-04 03:49:36,28.95,Smart_TV
64192,38095,2022-06-20 08:29:31,33.89,Mobile
18316,10130,2025-05-25 04:41:33,53.47,Mobile
58078,38422,2021-05-25 08:01:05,64.55,Mobile
21121,37857,2025-06-12 21:04:04,164.11,Mobile
77861,2797,2022-09-17 00:15:00,30.95,Desktop
17069,26781,2024-04-25 15:08:10,29.65,Desktop
20452,34993,2025-02-15 03:30:59,71.41,Tablet
25696,14769,2023-07-15 01:01:38,60.79,Desktop
22253,33753,2023-04-28 22:51:15,117.92,Mobile
62175,8132,2024-03-07 11:50:38,173.6,Desktop
17506,32723,2021-11-19 10:48:33,127.46,Smart_TV
79011,19627,2025-11-11 22:37:51,157.22,Smart_TV
22353,6837,2024-06-18 08:40:46,14.29,Mobile
27365,46137,2022-10-15 06:23:30,148.17,Mobile
92781,6565,2021-12-03 12:13:05,108.66,Mobile
2174,31333,2024-06-10 14:24:24,63.3,Tablet
69478,15802,2025-08-31 19:10:37,66.97,Mobile
19464,27018,2026-01-30 17:23:49,111.65,Desktop
16346,33856,2025-04-15 19:59:30,11.28,Mobile
85051,46710,2024-05-25 01:29:03,75.9,Tablet
78004,36191,2024-01-13 09:38:21,12.0,Tablet
51406,9790,2023-07-29 17:27:05,71.81,Mobile
6336,41104,2021-09-30 14:33:20,13.74,Mobile
17515,7625,2023-04-30 07:06:06,174.55,Desktop
71931,19268,2022-09-05 13:24:46,10.7,Mobile
61631,24615,2026-01-17 14:48:51,53.91,Mobile
77037,38106,2024-06-05 14:59:01,154.1,Tablet
78507,4912,2025-10-24 09:14:45,26.88,Desktop
97613,15489,2024-05-04 08:03:56,50.51,Tablet
41495,12963,2023-08-14 12:32:57,118.45,Desktop
70979,27969,2025-07-29 19:18:04,82.24,Tablet
65477,28529,2023-07-14 10:55:10,59.71,Desktop
90418,27996,2025-07-30 22:12:03,151.82,Mobile
98950,18379,2026-02-27 09:58:35,101.79,Tablet
10869,7542,2021-07-30 21:00:54,124.21,Smart_TV
23726,28588,2025-04-30 02:59:44,63.52,Tablet
58361,48143,2026-02-08 00:46:38,135.4,Smart_TV
55691,19611,2024-10-23 15:51:01,73.49,Smart_TV
77378,45922,2026-02-18 22:11:14,100.11,Desktop
99327,39622,2024-02-26 23:22:40,147.66,Tablet
11126,31149,2025-05-31 11:44:56,18.64,Desktop
11593,42055,2021-05-27 15:50:53,54.34,Mobile
73785,32725,2023-12-29 22:17:39,136.34,Mobile
15511,2782,2021-06-01 06:36:41,25.49,Tablet
65090,26780,2021-09-21 04:59:06,145.05,Smart_TV
65626,23637,2021-10-22 12:20:43,113.02,Tablet
36305,47938,2023-06-25 19:18:15,109.04,Tablet
52810,48502,2021-07-01 04:27:07,59.95,Mobile
56026,46256,2022-05-27 19:51:09,35.37,Desktop
51452,3258,2025-05-14 10:04:14,13.82,Mobile
71037,2639,2021-07-23 19:30:02,126.02,Smart_TV
79951,17258,2022-10-31 09:24:13,30.13,Smart_TV
38283,18718,2023-02-04 09:22:00,60.7,Tablet
34312,20219,2021-11-07 03:22:15,33.07,Tablet
80144,22476,2024-05-07 01:16:47,79.52,Tablet
49328,8373,2023-09-22 17:32:55,106.83,Desktop
82488,10464,2021-09-16 22:23:29,150.6,Smart_TV
89675,18610,2025-07-12 00:16:32,75.05,Mobile
43798,9184,2023-07-18 06:02:30,31.42,Mobile
88977,39683,2023-09-25 01:44:07,49.24,Smart_TV
42484,45740,2025-01-24 11:42:39,85.05,Mobile
44141,41621,2021-05-28 17:50:55,167.43,Tablet
34444,27317,2022-07-09 06:33:30,64.3,Tablet
94272,43651,2023-11-11 05:03:30,172.68,Tablet
66552,19160,2024-01-28 12:22:13,161.43,Mobile
97486,16777,2022-03-08 22:29:49,73.09,Smart_TV
77091,11275,2021-04-16 12:05:31,65.27,Mobile
90412,13945,2021-12-17 23:53:24,110.87,Mobile
70290,26814,2023-02-06 14:57:34,71.81,Smart_TV
66094,38608,2021-06-27 22:42:10,91.69,Smart_TV
5768,39060,2024-04-15 11:43:19,32.78,Tablet
40788,4827,2026-03-23 01:15:30,141.0,Tablet
23245,7285,2021-05-07 22:53:45,115.82,Desktop
26980,46565,2023-06-13 14:07:52,157.94,Smart_TV
17548,31254,2023-04-02 10:38:10,75.01,Mobile
100113,32182,2024-12-29 01:16:34,149.64,Mobile
36254,49308,2024-03-14 07:48:01,171.82,Smart_TV
13246,40324,2025-06-09 12:02:17,41.21,Tablet
94347,1809,2025-10-22 09:32:43,147.47,Tablet
26834,45376,2025-04-09 03:41:18,125.17,Smart_TV
45222,7879,2025-06-30 13:28:03,168.97,Desktop
58726,15479,2022-09-17 18:29:24,157.06,Mobile
8695,18693,2025-02-12 13:45:17,94.17,Tablet
75059,27838,2021-07-30 22:31:47,168.64,Tablet
33310,43882,2023-12-26 13:45:23,163.73,Tablet
58365,18200,2023-03-07 22:02:24,140.26,Desktop
48987,32253,2022-05-20 15:40:13,13.88,Tablet
29326,4832,2021-12-10 09:08:53,87.88,Desktop
38945,30773,2024-03-14 00:33:23,149.49,Desktop
80836,10662,2023-02-26 13:42:31,143.07,Tablet
32738,38287,2022-05-09 10:14:35,113.54,Desktop
94887,14751,2025-12-12 21:43:04,175.01,Tablet
35889,30957,2024-11-17 07:32:00,39.56,Smart_TV
6687,8500,2024-02-29 20:05:08,160.61,Desktop
9223,39065,2025-06-11 07:14:20,100.71,Smart_TV
64465,8877,2025-12-20 06:44:53,109.97,Mobile
63129,22639,2023-01-01 22:12:28,175.44,Smart_TV
22976,33273,2024-12-02 19:19:39,103.28,Mobile
44871,49843,2021-06-24 21:50:11,159.35,Smart_TV
84563,4933,2023-07-13 08:40:00,106.08,Tablet
66222,24783,2024-08-11 03:15:05,40.06,Tablet
80807,44693,2024-10-23 08:32:24,164.0,Desktop
29796,35386,2023-06-04 03:52:37,84.39,Mobile
52770,18701,2023-05-02 08:17:23,33.71,Desktop
61739,11972,2021-12-04 21:21:29,79.94,Smart_TV
11166,49231,2025-06-25 23:08:14,82.25,Desktop
15719,25630,2025-01-18 07:53:37,25.83,Smart_TV
10907,43862,2025-10-11 05:50:42,75.94,Tablet
28456,10995,2021-04-29 10:56:42,28.31,Mobile
67726,17313,2023-11-20 00:34:04,138.28,Smart_TV
24879,35092,2025-05-28 04:09:20,75.64,Mobile
57840,9106,2022-03-27 13:05:32,60.17,Tablet
45291,33885,2021-05-30 17:09:12,106.2,Mobile
3215,31394,2024-12-20 17:16:13,140.06,Mobile
23292,11555,2025-06-02 05:11:28,50.27,Smart_TV
35252,24200,2021-05-14 01:56:43,87.14,Smart_TV
99831,27839,2021-06-13 09:37:49,41.11,Smart_TV
42918,5708,2023-07-31 02:42:31,109.85,Mobile
48927,7452,2026-03-30 09:49:24,125.46,Mobile
14150,4138,2022-02-21 07:31:04,28.25,Desktop
21715,18035,2026-01-05 03:20:17,94.44,Desktop
87953,48080,2021-04-27 01:30:28,6.0,Tablet
31651,13949,2025-06-09 03:09:32,44.02,Mobile
43323,2993,2024-03-21 06:29:30,116.29,Mobile
43765,5982,2023-12-31 16:00:46,9.09,Desktop
56527,20958,2022-12-03 22:44:02,134.19,Smart_TV
71480,10154,2022-01-17 23:47:58,167.45,Desktop
94827,43613,2025-06-26 15:29:17,127.98,Mobile
57154,11334,2025-10-28 03:33:10,18.57,Tablet
84807,7388,2022-05-02 07:10:15,175.89,Smart_TV
27904,27965,2025-02-27 12:15:23,80.34,Desktop
61030,12791,2022-04-23 14:53:45,61.25,Desktop
84671,32577,2022-01-04 09:51:34,100.92,Desktop
70646,15591,2024-08-10 09:57:26,169.95,Smart_TV
53297,1753,2021-11-24 06:55:17,17.32,Tablet
58786,48040,2026-03-22 12:28:05,42.06,Smart_TV
63194,49383,2025-07-29 07:57:21,27.65,Desktop
27970,49337,2023-03-19 12:04:52,149.36,Tablet
1910,2725,2023-01-16 01:13:14,171.84,Desktop
5039,1896,2022-05-13 15:08:30,105.11,Tablet
72112,5490,2021-09-21 23:24:21,161.28,Smart_TV
33782,16288,2023-10-24 23:16:22,67.81,Mobile
1637,21365,2025-08-03 08:02:37,16.62,Smart_TV
6440,11659,2021-12-31 23:35:51,11.76,Desktop
44385,30372,2022-11-17 04:34:49,76.27,Tablet
64652,15077,2023-08-27 07:18:52,133.57,Mobile
76270,19181,2026-02-08 11:16:34,86.19,Smart_TV
66737,45419,2023-05-22 19:34:27,23.14,Desktop
48099,20740,2025-05-23 16:01:44,33.41,Desktop
74928,17017,2024-06-16 08:06:06,93.26,Smart_TV
10319,1126,2025-10-10 16:40:56,32.39,Smart_TV
77609,43170,2025-04-06 20:09:06,21.18,Tablet
57080,9043,2024-12-20 17:37:39,72.89,Desktop
81997,12218,2024-05-12 11:04:43,150.14,Desktop
69580,18492,2026-03-22 18:01:47,10.41,Mobile
84842,14180,2024-08-10 06:01:36,119.48,Mobile
83078,49382,2023-07-29 20:18:47,14.74,Mobile
16551,34133,2021-05-15 15:17:04,75.19,Smart_TV
93754,22326,2022-03-29 17:08:12,85.5,Mobile
95319,42732,2021-10-06 11:51:14,9.82,Mobile
29625,12084,2022-02-09 14:40:32,112.11,Desktop
83963,44625,2022-02-03 11:46:20,13.61,Mobile
41521,38368,2022-07-23 13:33:45,53.1,Smart_TV
61481,40660,2022-08-28 07:53:12,83.01,Smart_TV
60951,34561,2025-09-08 11:28:00,160.08,Smart_TV
99110,33029,2024-02-08 09:43:18,151.96,Mobile
8007,17126,2021-08-10 14:53:04,52.57,Mobile
10816,21194,2024-11-02 14:53:11,157.31,Mobile
60647,2984,2025-07-05 20:43:21,125.33,Mobile
68221,44603,2024-10-11 02:29:42,24.63,Smart_TV
81666,43477,2021-07-14 05:56:44,137.47,Smart_TV
37534,34137,2021-04-23 14:18:56,15.95,Desktop
46516,8602,2025-05-10 13:08:20,120.71,Smart_TV
17868,32710,2023-04-10 04:06:48,103.84,Smart_TV
66947,48493,2022-09-11 03:27:20,22.44,Desktop
40981,2009,2021-09-28 12:23:10,172.1,Tablet
27931,33246,2022-09-12 09:31:02,138.08,Smart_TV
82847,5729,2021-05-05 20:05:58,110.78,Desktop
82758,2887,2023-04-10 22:22:01,108.41,Smart_TV
61832,49519,2022-01-29 04:02:07,132.81,Desktop
38196,35802,2025-07-25 10:59:22,168.18,Mobile
78309,4397,2023-12-20 02:20:44,34.44,Smart_TV
57919,29505,2025-12-04 15:30:19,112.93,Mobile
9158,14340,2021-07-08 16:06:30,97.88,Smart_TV
78681,6234,2021-08-31 13:54:06,92.3,Smart_TV
34224,2529,2023-12-05 03:38:33,176.61,Desktop
25400,48243,2021-12-16 02:18:39,11.42,Desktop
55084,10423,2024-06-08 14:00:50,45.89,Tablet
75443,11628,2022-04-26 18:48:24,164.58,Mobile
87918,45992,2022-06-17 22:54:17,6.87,Desktop
78920,8887,2021-08-11 13:55:11,34.99,Desktop
64549,24458,2022-11-27 09:38:40,53.75,Mobile
59509,44072,2021-10-23 16:55:01,168.79,Mobile
60894,34990,2023-06-28 22:49:50,56.21,Smart_TV
48584,38173,2023-04-13 18:58:02,108.53,Smart_TV
67892,3957,2022-04-28 02:29:17,136.0,Mobile
91771,14568,2021-12-19 17:20:45,36.98,Mobile
77548,2984,2024-02-19 11:09:52,78.68,Tablet
59489,34890,2025-12-19 18:28:46,130.31,Mobile
71007,13378,2025-09-28 04:02:50,119.7,Desktop
54439,48519,2022-05-28 17:31:32,64.17,Mobile
75748,1109,2022-06-21 18:29:46,160.54,Mobile
72067,39345,2025-05-09 18:22:13,131.43,Smart_TV
69842,13187,2021-09-18 05:08:12,83.39,Smart_TV
89049,28353,2023-05-14 21:11:13,115.81,Smart_TV
65145,9779,2023-09-13 23:11:19,169.6,Tablet
28160,26598,2022-05-31 12:06:56,77.31,Mobile
54312,33327,2023-08-25 01:38:26,132.07,Tablet
63139,7328,2022-05-04 08:26:48,114.57,Tablet
7994,42288,2025-03-17 17:01:15,121.8,Tablet
36829,29970,2025-09-25 00:00:48,33.75,Mobile
74176,5770,2021-05-15 18:07:20,73.43,Tablet
